season,lg,player,player_id,age,team,pos,g,gs,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
2022,NBA,Terance Mann,mannte01,25.0,LAC,SF,81,33.0,2317.0,13.4,0.572,0.301,0.238,4.9,14.3,9.7,13.1,1.2,0.8,9.9,16.0,3.1,2.4,5.5,0.113,-0.8,0.2,-0.6,0.8
2022,NBA,Tre Mann,manntr01,20.0,OKC,PG,60,26.0,1367.0,10.2,0.501,0.463,0.139,1.9,11.2,6.4,10.7,1.7,0.8,10.2,22.0,-1.0,1.0,0.1,0.002,-3.3,-1.1,-4.4,-0.8
2022,NBA,Boban Marjanović,marjabo01,33.0,DAL,C,23,0.0,128.0,18.5,0.615,0.057,0.314,6.9,27.0,16.9,4.8,0.0,2.1,15.8,33.3,-0.1,0.2,0.1,0.045,-3.2,-1.2,-4.4,-0.1
2022,NBA,Lauri Markkanen,markkla01,24.0,CLE,SF,61,61.0,1878.0,14.7,0.582,0.541,0.226,3.5,16.5,10.2,6.6,1.2,1.4,6.5,19.5,2.7,2.3,5.0,0.127,0.4,-0.1,0.4,1.1
2022,NBA,Naji Marshall,marshna01,24.0,NOP,SF,55,4.0,735.0,12.3,0.505,0.39,0.346,5.6,16.0,10.7,12.3,2.2,1.0,12.9,20.8,0.0,0.7,0.8,0.05,-2.7,-0.5,-3.2,-0.2
2022,NBA,Caleb Martin,martica02,26.0,MIA,SF,60,12.0,1372.0,14.8,0.611,0.378,0.227,5.9,13.0,9.5,7.0,2.1,2.3,10.3,16.3,1.9,2.1,4.0,0.139,0.1,0.9,1.1,1.1
2022,NBA,Cody Martin,martico01,26.0,CHO,SF,71,11.0,1866.0,12.7,0.579,0.376,0.253,4.6,11.7,8.1,12.4,2.3,1.6,11.5,12.1,2.4,1.5,3.9,0.101,-1.2,0.7,-0.5,0.7
2022,NBA,Kelan Martin,martike03,26.0,2TM,SF,30,1.0,450.0,9.4,0.484,0.439,0.076,4.1,9.6,6.8,6.7,1.4,1.7,7.3,18.1,-0.1,0.2,0.0,0.005,-2.6,-1.0,-3.6,-0.2
2022,NBA,Kelan Martin,martike03,26.0,IND,SF,27,1.0,444.0,9.7,0.492,0.44,0.077,4.0,9.5,6.7,6.8,1.4,1.8,7.5,18.1,-0.1,0.2,0.1,0.01,-2.4,-0.9,-3.3,-0.1
2022,NBA,Kelan Martin,martike03,26.0,BOS,SF,3,0.0,6.0,-11.3,0.0,0.333,0.0,18.5,17.6,18.0,0.0,0.0,0.0,0.0,22.0,-0.1,0.0,0.0,-0.382,-14.7,-10.5,-25.1,0.0
2022,NBA,KJ Martin,martike04,21.0,HOU,SF,79,2.0,1656.0,14.3,0.603,0.321,0.235,5.3,14.5,9.9,9.4,1.0,2.2,9.4,16.3,2.3,0.6,2.9,0.084,0.0,-1.2,-1.2,0.4
2022,NBA,Garrison Mathews,mathega01,25.0,HOU,SG,65,33.0,1712.0,11.0,0.602,0.837,0.39,2.0,10.2,6.1,5.3,1.6,1.3,7.1,14.4,2.2,0.5,2.8,0.077,-1.3,-1.0,-2.3,-0.1
2022,NBA,Dakota Mathias,mathida01,26.0,MEM,SG,6,0.0,16.0,11.0,0.5,1.0,0.0,0.0,13.4,6.5,8.0,3.0,0.0,0.0,15.4,0.0,0.0,0.0,0.114,-1.4,1.7,0.3,0.0
2022,NBA,Wesley Matthews,matthwe02,35.0,MIL,SG,49,14.0,1002.0,6.9,0.536,0.714,0.127,3.2,6.4,4.9,4.6,1.1,0.8,7.2,10.7,0.6,0.6,1.2,0.056,-3.0,-0.3,-3.3,-0.3
2022,NBA,Tyrese Maxey,maxeyty01,21.0,PHI,PG,75,74.0,2650.0,16.2,0.594,0.311,0.247,1.1,8.9,5.1,19.1,1.0,1.1,7.4,20.2,5.4,1.9,7.3,0.132,1.3,-0.7,0.6,1.8
2022,NBA,Skylar Mays,mayssk01,24.0,ATL,SG,28,5.0,220.0,11.7,0.589,0.391,0.141,2.5,9.9,6.2,10.8,1.6,0.0,12.8,15.5,0.2,0.1,0.3,0.061,-1.2,-0.8,-2.0,0.0
2022,NBA,Miles McBride,mcbrimi01,21.0,NYK,PG,40,2.0,372.0,6.1,0.393,0.63,0.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,-0.1,0.4,0.2,0.032,-5.5,1.0,-4.5,-0.2
2022,NBA,Mac McClung,mccluma01,23.0,2TM,PG,2,0.0,25.0,5.2,0.621,0.5,0.167,0.0,12.9,6.5,5.2,1.9,3.6,31.8,16.3,0.0,0.0,0.0,-0.043,-8.4,-1.2,-9.6,0.0
2022,NBA,Mac McClung,mccluma01,23.0,CHI,PG,1,0.0,3.0,8.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,29.4,0.0,0.0,0.0,-0.251,-6.9,-8.4,-15.3,0.0
2022,NBA,Mac McClung,mccluma01,23.0,LAL,SG,1,0.0,22.0,4.7,0.551,0.6,0.2,0.0,14.6,7.3,6.0,2.2,4.0,26.9,14.5,0.0,0.0,0.0,-0.015,-8.6,-0.2,-8.8,0.0
2022,NBA,CJ McCollum,mccolcj01,30.0,2TM,PG,62,62.0,2145.0,18.3,0.553,0.403,0.146,2.6,11.5,6.9,26.1,1.6,1.0,9.3,27.5,2.6,1.0,3.6,0.081,3.2,-1.3,1.9,2.1
2022,NBA,CJ McCollum,mccolcj01,30.0,POR,SG,36,36.0,1267.0,15.8,0.532,0.435,0.102,2.8,10.7,6.6,22.5,1.4,1.6,9.2,26.1,0.7,0.3,1.0,0.04,1.8,-1.7,0.1,0.7
2022,NBA,CJ McCollum,mccolcj01,30.0,NOP,PG,26,26.0,878.0,21.9,0.58,0.361,0.204,2.3,12.5,7.3,31.3,1.9,0.1,9.5,29.4,1.9,0.7,2.6,0.14,5.3,-0.7,4.5,1.5
2022,NBA,T.J. McConnell,mccontj01,29.0,IND,PG,27,8.0,652.0,15.1,0.525,0.159,0.111,3.4,12.2,7.7,28.7,2.2,1.3,11.7,16.2,1.0,0.4,1.3,0.098,-0.4,1.4,0.9,0.5
2022,NBA,Jalen McDaniels,mcdanja01,24.0,CHO,SF,55,2.0,895.0,12.7,0.595,0.425,0.283,4.3,16.0,10.1,8.7,1.4,2.3,11.2,15.3,1.0,0.7,1.7,0.093,-1.9,-0.4,-2.3,-0.1
2022,NBA,Jaden McDaniels,mcdanja02,21.0,MIN,PF,70,31.0,1803.0,10.3,0.553,0.455,0.128,4.4,13.2,8.7,6.1,1.4,2.9,11.4,15.3,0.7,1.7,2.4,0.065,-2.9,-0.1,-2.9,-0.4
2022,NBA,Doug McDermott,mcderdo01,30.0,SAS,PF,51,51.0,1223.0,11.4,0.593,0.551,0.11,1.5,8.4,4.9,7.3,0.5,0.4,8.1,18.3,1.1,0.5,1.6,0.062,-0.4,-2.1,-2.5,-0.1
2022,NBA,JaVale McGee,mcgeeja01,34.0,PHO,C,74,17.0,1172.0,22.6,0.651,0.02,0.319,15.3,29.7,22.7,5.4,0.9,6.1,15.8,22.8,2.4,2.6,4.9,0.201,-0.1,0.9,0.8,0.8
2022,NBA,Cameron McGriff,mcgrica01,24.0,POR,SF,3,0.0,46.0,12.5,0.47,0.429,0.143,13.8,22.3,17.9,9.4,0.0,2.1,0.0,14.0,0.1,0.0,0.1,0.097,-1.0,-3.0,-4.0,0.0
2022,NBA,Rodney McGruder,mcgruro01,30.0,DET,SG,51,2.0,754.0,11.6,0.577,0.649,0.116,4.2,12.1,8.0,9.6,1.4,0.8,9.2,14.8,0.7,0.4,1.2,0.075,-0.7,-0.7,-1.4,0.1
2022,NBA,Alfonzo McKinnie,mckinal01,29.0,CHI,SF,17,3.0,206.0,5.6,0.457,0.443,0.131,7.1,10.9,9.0,3.2,0.5,1.3,9.8,15.3,-0.2,0.1,-0.1,-0.015,-5.6,-3.4,-9.0,-0.4
2022,NBA,JaQuori McLaughlin,mclauja01,24.0,DAL,PG,4,0.0,11.0,-2.9,0.0,0.5,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,8.2,0.0,0.0,0.0,-0.101,-9.4,-4.2,-13.6,0.0
2022,NBA,Jordan McLaughlin,mclaujo01,25.0,MIN,PG,62,3.0,902.0,13.4,0.535,0.425,0.2,2.6,8.8,5.6,26.1,3.0,1.1,14.9,11.8,1.3,1.0,2.3,0.123,-1.2,1.6,0.4,0.6
2022,NBA,Ben McLemore,mclembe01,28.0,POR,SG,64,6.0,1285.0,11.7,0.567,0.774,0.163,1.0,8.1,4.4,7.3,1.4,0.8,8.7,21.3,0.7,0.2,0.8,0.031,-0.7,-2.5,-3.2,-0.4
2022,NBA,De'Anthony Melton,meltode01,23.0,MEM,SG,73,15.0,1657.0,15.2,0.529,0.535,0.173,4.0,17.1,10.4,16.0,3.0,2.1,13.0,21.3,0.9,2.8,3.7,0.107,0.3,1.6,1.9,1.6
2022,NBA,Sam Merrill,merrisa01,25.0,MEM,SG,6,0.0,58.0,7.5,0.485,0.958,0.167,1.8,11.1,6.3,9.0,0.0,0.0,7.2,19.6,0.0,0.0,0.0,0.029,-2.2,-3.4,-5.6,-0.1
2022,NBA,Chimezie Metu,metuch01,24.0,SAC,C,60,20.0,1279.0,13.4,0.546,0.414,0.203,2.9,25.9,14.3,6.9,1.9,2.2,11.1,18.5,0.1,1.4,1.5,0.056,-1.6,0.1,-1.5,0.2
2022,NBA,Khris Middleton,middlkh01,30.0,MIL,SF,66,66.0,2141.0,18.1,0.577,0.425,0.285,2.1,15.3,8.8,25.5,1.7,0.8,14.2,26.7,3.2,2.2,5.3,0.119,1.9,-0.3,1.6,1.9
2022,NBA,C.J. Miles,milescj01,34.0,BOS,SG,1,0.0,2.0,-7.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.03,-16.3,0.0,-16.3,0.0
2022,NBA,Paul Millsap,millspa01,36.0,2TM,C,33,1.0,376.0,10.8,0.458,0.304,0.209,12.3,20.7,16.6,10.4,1.3,3.1,13.1,16.7,0.0,0.5,0.5,0.061,-3.7,0.2,-3.5,-0.1
2022,NBA,Paul Millsap,millspa01,36.0,BRK,C,24,0.0,270.0,11.2,0.443,0.318,0.2,12.0,23.6,17.9,11.8,0.9,3.6,10.6,16.5,0.1,0.3,0.4,0.069,-3.6,0.5,-3.1,-0.1
2022,NBA,Paul Millsap,millspa01,36.0,PHI,C,9,1.0,106.0,9.7,0.499,0.267,0.233,12.9,13.5,13.2,6.8,2.4,1.7,19.5,17.4,0.0,0.1,0.1,0.041,-4.1,-0.4,-4.5,-0.1
2022,NBA,Patty Mills,millspa02,33.0,BRK,SG,81,48.0,2346.0,10.4,0.563,0.715,0.074,0.9,6.2,3.6,10.6,1.1,0.6,8.2,16.4,1.9,0.9,2.8,0.058,-0.3,-1.4,-1.7,0.2
2022,NBA,Shake Milton,miltosh01,25.0,PHI,SG,55,6.0,1179.0,11.9,0.517,0.33,0.181,2.9,10.4,6.7,17.6,1.2,1.3,9.2,18.3,0.7,1.0,1.7,0.069,-1.6,-0.6,-2.2,-0.1
2022,NBA,Davion Mitchell,mitchda01,23.0,SAC,PG,75,19.0,2076.0,10.8,0.489,0.38,0.101,1.7,7.0,4.4,22.5,1.3,1.0,11.5,20.6,-0.5,0.6,0.1,0.003,-2.1,-1.7,-3.8,-0.9
2022,NBA,Donovan Mitchell,mitchdo01,25.0,UTA,SG,67,67.0,2266.0,21.6,0.572,0.475,0.227,2.7,10.6,6.8,27.7,2.2,0.5,11.7,32.9,4.7,2.5,7.2,0.152,4.6,-0.3,4.3,3.6
2022,NBA,Evan Mobley,mobleev01,20.0,CLE,PF,69,69.0,2331.0,16.1,0.549,0.111,0.304,6.9,19.8,13.5,11.6,1.2,4.4,12.4,20.4,1.5,3.7,5.2,0.107,-0.9,1.5,0.6,1.5
2022,NBA,Malik Monk,monkma01,23.0,LAL,SG,76,37.0,2139.0,14.4,0.597,0.535,0.142,1.9,11.0,6.4,15.2,1.4,1.2,12.2,20.1,2.3,1.4,3.6,0.081,0.5,-1.0,-0.5,0.8
2022,NBA,Greg Monroe,monrogr01,31.0,4TM,C,14,0.0,195.0,19.5,0.566,0.0,0.404,16.9,18.8,17.7,16.2,2.0,4.8,15.2,17.3,0.4,0.3,0.7,0.169,-0.3,0.7,0.4,0.1
2022,NBA,Greg Monroe,monrogr01,31.0,MIN,C,4,0.0,81.0,18.9,0.578,0.0,0.318,7.8,24.4,15.9,28.1,2.3,7.1,21.8,16.6,0.1,0.1,0.3,0.149,-0.3,4.8,4.5,0.1
2022,NBA,Greg Monroe,monrogr01,31.0,WAS,C,2,0.0,18.0,25.1,0.5,0.0,0.0,43.8,18.2,30.8,9.0,2.7,4.7,20.0,24.7,0.0,0.0,0.1,0.135,-0.1,-4.3,-4.4,0.0
2022,NBA,Greg Monroe,monrogr01,31.0,MIL,C,5,0.0,70.0,16.0,0.52,0.0,0.409,17.0,14.8,15.9,4.0,2.1,2.8,10.4,17.7,0.1,0.1,0.2,0.119,-2.2,-2.3,-4.5,0.0
2022,NBA,Greg Monroe,monrogr01,31.0,UTA,C,3,0.0,26.0,27.0,0.743,0.0,1.4,26.1,12.2,19.0,16.7,0.0,3.4,0.0,13.5,0.2,0.0,0.2,0.39,4.6,-0.3,4.4,0.0
2022,NBA,Moses Moody,moodymo01,19.0,GSW,SG,52,11.0,607.0,10.5,0.573,0.601,0.197,3.2,11.0,7.2,5.3,0.6,1.6,6.1,15.2,0.6,0.7,1.3,0.101,-1.4,-1.1,-2.5,-0.1
2022,NBA,Matt Mooney,moonema01,25.0,NYK,SG,1,0.0,2.0,-20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,50.0,43.8,-0.1,0.0,0.0,-0.915,-33.9,11.5,-22.3,0.0
2022,NBA,Xavier Moon,moonxa01,27.0,LAC,SG,10,0.0,137.0,16.2,0.545,0.275,0.098,1.6,9.0,5.4,27.0,2.5,1.9,10.1,19.0,0.2,0.2,0.3,0.121,-1.1,1.0,-0.1,0.1
2022,NBA,Ja Morant,moranja01,22.0,MEM,PG,57,57.0,1889.0,24.4,0.575,0.218,0.353,4.2,14.1,9.0,34.1,1.7,1.0,12.6,33.7,4.6,2.1,6.7,0.171,6.2,-0.1,6.1,3.9
2022,NBA,Juwan Morgan,morgaju01,24.0,2TM,PF,2,0.0,31.0,8.3,0.833,0.667,0.0,6.6,7.4,7.0,4.2,0.0,0.0,0.0,4.1,0.1,0.0,0.1,0.124,-3.3,-3.9,-7.1,0.0
2022,NBA,Juwan Morgan,morgaju01,24.0,TOR,PF,1,0.0,27.0,9.5,0.833,0.667,0.0,7.6,8.5,8.0,4.8,0.0,0.0,0.0,4.8,0.1,0.0,0.1,0.139,-3.2,-4.2,-7.3,0.0
2022,NBA,Juwan Morgan,morgaju01,24.0,BOS,PF,1,0.0,4.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.024,-4.0,-2.0,-6.0,0.0
2022,NBA,Jaylen Morris,morrija01,26.0,SAS,SG,3,0.0,16.0,-11.4,0.129,0.333,0.667,0.0,13.2,6.6,14.0,0.0,0.0,11.4,23.1,-0.1,0.0,-0.1,-0.376,-15.8,-5.7,-21.5,-0.1
2022,NBA,Markieff Morris,morrima02,32.0,MIA,PF,17,1.0,298.0,10.9,0.547,0.342,0.079,6.6,10.5,8.6,12.1,1.0,0.4,14.5,20.6,0.0,0.3,0.3,0.054,-1.5,-0.4,-1.9,0.0
2022,NBA,Marcus Morris,morrima03,32.0,LAC,PF,54,54.0,1564.0,13.7,0.549,0.398,0.214,1.8,14.0,8.1,11.3,0.9,1.0,8.4,23.2,0.9,1.5,2.4,0.074,-0.3,-1.0,-1.4,0.3
2022,NBA,Monte Morris,morrimo01,26.0,DEN,PG,75,74.0,2239.0,14.7,0.583,0.406,0.109,1.4,9.6,5.6,21.4,1.2,0.6,8.8,17.4,3.9,1.5,5.4,0.116,0.8,-0.8,0.0,1.1
2022,NBA,Emmanuel Mudiay,mudiaem01,25.0,SAC,PG,2,0.0,11.0,12.3,0.399,0.0,2.0,0.0,0.0,0.0,43.4,4.4,0.0,21.0,18.6,0.0,0.0,0.0,0.023,-2.7,1.5,-1.2,0.0
2022,NBA,Mychal Mulder,muldemy01,27.0,2TM,PG,17,3.0,239.0,3.7,0.438,0.701,0.052,0.9,9.8,5.3,3.0,0.8,0.8,9.2,15.8,-0.4,0.1,-0.2,-0.05,-5.9,-1.8,-7.7,-0.3
2022,NBA,Mychal Mulder,muldemy01,27.0,ORL,PG,15,2.0,195.0,2.1,0.405,0.687,0.03,1.1,10.3,5.7,2.2,1.0,0.5,10.5,16.8,-0.5,0.1,-0.4,-0.091,-6.9,-1.7,-8.6,-0.3
2022,NBA,Mychal Mulder,muldemy01,27.0,MIA,PG,2,1.0,44.0,10.7,0.643,0.8,0.2,0.0,7.6,3.9,6.3,0.0,2.4,0.0,11.0,0.1,0.0,0.1,0.132,-1.3,-2.6,-3.9,0.0
2022,NBA,Ade Murkey,murkead01,24.0,SAC,SG,1,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.017,-7.4,-2.3,-9.7,0.0
2022,NBA,Trey Murphy III,murphtr02,21.0,NOP,SF,62,1.0,864.0,12.5,0.558,0.671,0.184,5.9,13.1,9.4,6.2,1.3,0.8,5.1,15.7,1.3,0.6,1.9,0.104,0.2,-1.4,-1.2,0.2
2022,NBA,Dejounte Murray,murrade01,25.0,SAS,PG,68,68.0,2366.0,22.3,0.533,0.237,0.199,3.5,21.6,12.5,40.6,2.8,0.8,11.8,27.3,3.9,3.4,7.3,0.149,3.7,1.7,5.4,4.4
2022,NBA,Mike Muscala,muscami01,30.0,OKC,C,43,0.0,592.0,19.7,0.63,0.657,0.23,3.6,19.1,11.2,6.2,1.5,4.1,4.9,20.9,1.4,0.7,2.1,0.17,3.8,1.2,5.0,1.1
2022,NBA,Svi Mykhailiuk,mykhasv01,24.0,TOR,SF,56,5.0,716.0,9.6,0.509,0.573,0.158,2.9,11.5,7.0,8.8,1.8,0.5,11.3,16.9,0.1,0.7,0.8,0.052,-2.7,-0.2,-2.9,-0.2
2022,NBA,Abdel Nader,naderab01,28.0,PHO,SF,14,0.0,145.0,4.9,0.431,0.4,0.286,3.0,16.6,10.0,5.9,2.7,2.5,21.8,15.0,-0.3,0.3,0.0,-0.009,-7.1,2.2,-4.9,-0.1
2022,NBA,Larry Nance Jr.,nancela02,29.0,2TM,PF,46,11.0,1040.0,14.4,0.59,0.283,0.231,7.4,19.3,13.1,11.4,2.0,1.9,12.0,12.8,1.5,0.8,2.3,0.104,-0.4,0.3,-0.1,0.5
2022,NBA,Larry Nance Jr.,nancela02,29.0,POR,C,37,11.0,858.0,14.4,0.581,0.313,0.247,7.2,20.1,13.4,12.5,2.2,1.5,11.0,12.4,1.3,0.6,1.9,0.104,-0.3,0.6,0.3,0.5
2022,NBA,Larry Nance Jr.,nancela02,29.0,NOP,PF,9,0.0,182.0,14.2,0.628,0.163,0.163,8.3,15.6,11.9,6.4,1.4,3.7,16.0,14.7,0.2,0.2,0.4,0.104,-1.1,-0.8,-1.9,0.0
2022,NBA,RJ Nembhard Jr.,nembhrj01,22.0,CLE,SG,14,0.0,63.0,8.0,0.38,0.111,0.222,5.4,6.9,6.1,26.1,0.8,0.0,13.2,16.0,0.0,0.0,0.0,0.01,-4.4,-1.5,-6.0,-0.1
2022,NBA,Aaron Nesmith,nesmiaa01,22.0,BOS,SF,52,3.0,574.0,7.3,0.507,0.632,0.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,-0.4,0.9,0.4,0.038,-4.9,0.7,-4.3,-0.3
2022,NBA,Raul Neto,netora01,29.0,WAS,PG,70,19.0,1372.0,12.4,0.538,0.272,0.245,1.1,9.6,5.4,22.9,2.0,0.2,13.9,18.4,0.7,0.8,1.5,0.053,-2.5,-0.5,-2.9,-0.4
2022,NBA,Malik Newman,newmama01,24.0,CLE,PG,1,0.0,8.0,28.6,0.68,0.2,0.4,0.0,13.5,6.9,27.8,0.0,0.0,14.5,38.1,0.0,0.0,0.0,0.179,6.3,0.1,6.4,0.0
2022,NBA,Georges Niang,niangge01,28.0,PHI,PF,76,7.0,1736.0,10.7,0.594,0.687,0.105,1.6,11.3,6.5,8.7,0.9,0.7,9.1,16.8,1.5,1.3,2.8,0.077,-0.8,-1.1,-1.9,0.0
2022,NBA,Daishen Nix,nixda01,19.0,HOU,SG,24,0.0,261.0,8.1,0.48,0.388,0.448,2.9,11.0,6.9,21.5,2.7,0.0,24.5,17.3,-0.3,0.1,-0.2,-0.033,-5.4,-1.0,-6.4,-0.3
2022,NBA,Zeke Nnaji,nnajize01,21.0,DEN,PF,41,1.0,698.0,13.5,0.629,0.43,0.349,9.3,14.1,11.8,3.4,1.1,1.7,9.7,14.9,1.2,0.6,1.8,0.123,-0.7,-1.6,-2.2,0.0
2022,NBA,Nerlens Noel,noelne01,27.0,NYK,C,25,11.0,562.0,11.8,0.581,0.05,0.5,9.0,18.1,13.5,5.7,2.7,5.4,21.5,7.3,0.4,1.0,1.5,0.128,-3.1,3.3,0.3,0.3
2022,NBA,Jaylen Nowell,nowelja01,22.0,MIN,SG,62,1.0,975.0,16.8,0.581,0.387,0.223,2.4,11.4,6.8,20.2,1.3,1.0,7.4,21.0,2.1,0.7,2.8,0.138,1.5,-0.7,0.8,0.7
2022,NBA,Frank Ntilikina,ntilila01,23.0,DAL,SG,58,5.0,685.0,10.4,0.513,0.498,0.112,1.9,10.9,6.4,14.7,2.0,0.9,11.7,17.4,0.1,0.9,0.9,0.065,-2.8,0.9,-1.9,0.0
2022,NBA,Jusuf Nurkić,nurkiju01,27.0,POR,C,56,56.0,1579.0,20.0,0.586,0.093,0.447,11.2,32.6,21.5,16.6,1.9,2.1,16.6,23.6,2.0,1.7,3.6,0.11,0.1,0.2,0.3,0.9
2022,NBA,David Nwaba,nwabada01,29.0,HOU,SF,46,4.0,609.0,15.3,0.567,0.278,0.381,7.4,20.0,13.6,8.5,2.2,2.9,9.3,15.8,0.8,0.5,1.3,0.105,-0.6,0.0,-0.6,0.2
2022,NBA,Jordan Nwora,nworajo01,23.0,MIL,SF,62,13.0,1185.0,9.9,0.506,0.491,0.093,3.4,16.1,9.9,7.0,1.0,1.4,10.6,19.4,-0.4,1.1,0.6,0.025,-2.7,-1.5,-4.1,-0.6
2022,NBA,Semi Ojeleye,ojelese01,27.0,2TM,PF,30,0.0,406.0,6.7,0.438,0.505,0.293,7.2,12.0,9.7,2.9,0.8,1.4,7.5,12.8,-0.1,0.3,0.2,0.029,-4.1,-1.6,-5.7,-0.4
2022,NBA,Semi Ojeleye,ojelese01,27.0,MIL,PF,20,0.0,308.0,5.0,0.376,0.586,0.186,8.8,11.1,10.0,2.0,0.8,1.6,6.2,11.2,-0.1,0.2,0.1,0.011,-4.9,-1.7,-6.6,-0.4
2022,NBA,Semi Ojeleye,ojelese01,27.0,LAC,PF,10,0.0,98.0,12.0,0.569,0.31,0.552,2.2,14.7,8.6,5.8,1.0,0.9,10.0,18.0,0.1,0.1,0.2,0.086,-1.7,-1.4,-3.1,0.0
2022,NBA,Chuma Okeke,okekech01,23.0,ORL,PF,70,20.0,1749.0,12.0,0.501,0.645,0.113,2.8,18.2,10.5,10.1,2.7,2.2,8.6,16.4,-0.3,2.5,2.2,0.06,-1.6,1.5,-0.1,0.8
2022,NBA,Josh Okogie,okogijo01,23.0,MIN,SG,49,6.0,516.0,9.0,0.526,0.452,0.49,5.9,8.7,7.3,6.2,2.4,2.2,15.4,12.1,0.1,0.5,0.7,0.062,-3.7,0.9,-2.7,-0.1
2022,NBA,Onyeka Okongwu,okongon01,21.0,ATL,C,48,6.0,992.0,19.8,0.714,0.0,0.487,12.8,18.4,15.6,7.6,1.5,5.4,13.8,14.0,3.1,1.1,4.2,0.202,0.0,0.8,0.8,0.7
2022,NBA,Isaac Okoro,okorois01,21.0,CLE,SF,67,61.0,1981.0,10.4,0.589,0.364,0.36,4.1,7.1,5.6,8.5,1.4,1.0,10.4,12.4,2.4,1.9,4.2,0.103,-2.4,0.7,-1.7,0.1
2022,NBA,KZ Okpala,okpalkz01,22.0,MIA,PF,21,0.0,244.0,10.4,0.521,0.377,0.159,5.2,13.7,9.5,8.3,0.8,3.0,6.3,14.4,0.2,0.3,0.5,0.097,-3.2,0.4,-2.8,-0.1
2022,NBA,Victor Oladipo,oladivi01,29.0,MIA,SG,8,1.0,173.0,16.8,0.608,0.493,0.26,2.0,12.9,7.5,26.3,1.4,0.6,16.4,25.1,0.2,0.2,0.4,0.124,1.8,-0.5,1.3,0.1
2022,NBA,Cameron Oliver,oliveca01,25.0,ATL,SF,2,0.0,43.0,21.4,0.705,0.2,0.2,5.1,10.1,7.6,11.1,1.1,2.1,0.0,16.6,0.2,0.0,0.2,0.219,2.3,-0.5,1.7,0.0
2022,NBA,Kelly Olynyk,olynyke01,30.0,DET,C,40,1.0,764.0,16.7,0.561,0.416,0.311,7.3,18.3,12.5,23.3,2.0,2.2,15.1,21.5,0.8,0.8,1.6,0.104,0.5,1.0,1.6,0.7
2022,NBA,Eugene Omoruyi,omorueu01,24.0,DAL,SF,4,0.0,18.0,17.0,0.518,0.4,0.8,12.3,30.9,21.6,15.8,0.0,0.0,0.0,16.9,0.1,0.0,0.1,0.201,3.3,0.7,4.0,0.0
2022,NBA,Royce O'Neale,onealro01,28.0,UTA,SF,77,77.0,2406.0,10.3,0.608,0.689,0.126,3.0,13.4,8.4,10.5,1.8,1.2,14.4,9.9,2.7,2.8,5.5,0.109,-0.8,1.7,0.8,1.7
2022,NBA,Miye Oni,onimi01,24.0,UTA,SG,16,0.0,44.0,0.4,0.265,0.889,0.111,2.6,14.4,8.7,14.2,0.0,0.0,9.6,10.3,-0.1,0.0,0.0,-0.032,-7.6,-0.3,-7.9,-0.1
2022,NBA,Cedi Osman,osmande01,26.0,CLE,SF,66,3.0,1462.0,13.3,0.563,0.628,0.229,1.9,9.0,5.5,14.1,1.8,0.6,9.6,21.1,1.3,1.6,2.9,0.094,-0.3,0.5,0.2,0.8
2022,NBA,Daniel Oturu,oturuda01,22.0,TOR,C,3,0.0,27.0,13.4,0.549,0.167,0.833,3.8,17.0,10.0,0.0,0.0,7.2,0.0,13.0,0.0,0.0,0.1,0.121,-2.7,-2.5,-5.2,0.0
2022,NBA,Kelly Oubre Jr.,oubreke01,26.0,CHO,SF,76,13.0,1999.0,14.9,0.56,0.593,0.203,4.1,12.0,8.0,6.2,1.8,1.5,6.2,23.0,1.8,1.4,3.3,0.079,0.2,-1.6,-1.4,0.3
2022,NBA,Jaysean Paige,paigeja01,27.0,DET,PG,1,0.0,7.0,-22.2,0.0,0.667,0.0,0.0,16.3,7.7,18.1,0.0,0.0,25.0,24.5,-0.1,0.0,-0.1,-0.574,-25.0,-6.5,-31.5,0.0
2022,NBA,Trayvon Palmer,palmetr01,27.0,DET,SG,1,0.0,17.0,-5.7,0.0,0.0,0.0,0.0,13.4,6.4,0.0,0.0,0.0,50.0,5.0,-0.1,0.0,0.0,-0.133,-13.1,-1.8,-15.0,-0.1
2022,NBA,Kevin Pangos,pangoke01,29.0,CLE,PG,24,3.0,166.0,6.5,0.408,0.565,0.087,1.4,5.9,3.7,24.6,0.9,0.0,12.8,14.6,-0.1,0.1,0.1,0.016,-4.7,-1.4,-6.1,-0.2
